region,category,level,parent,display_name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
north_america,battery_storage,2,power,Battery storage,0.20,0.20,0.30,0.50,0.70,1.70,3.80,8.80,13.10,17.00,20.40
north_america,clean_energy,1,total,of which: Clean energy,238.20,242.00,240.10,244.70,260.30,267.70,289.80,320.70,373.20,408.60,441.00
north_america,clean_fuels,2,fuels,Clean Fuels,1.60,1.70,1.90,1.50,1.70,1.90,1.80,3.40,4.40,5.50,6.30
north_america,direct_air_capture,2,fuels,Direct Air Capture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.20,0.60
north_america,efficiency_buildings,3,energy_efficiency,Efficiency: Buildings,58.20,59.30,63.20,62.30,64.60,64.90,67.70,69.90,72.90,73.80,71.10
north_america,efficiency_industry,3,energy_efficiency,Efficiency: Industry,1.90,2.10,2.10,1.90,2.30,2.00,2.40,3.20,4.00,4.60,4.90
north_america,efficiency_transport,3,energy_efficiency,Efficiency: Transport,1.80,3.00,2.80,3.00,3.20,3.00,4.30,5.90,7.40,9.00,8.20
north_america,electricity_networks,2,power,Electricity networks,69.20,70.80,72.60,73.00,75.80,81.10,88.80,93.30,103.30,113.50,121.00
north_america,end_use,1,,End-use,86.40,92.10,101.60,101.50,109.10,109.80,118.50,125.70,144.50,151.70,158.80
north_america,energy_efficiency,2,end_use,Energy efficiency,61.90,64.50,68.00,67.20,70.10,70.00,74.40,79.00,84.30,87.40,84.20
north_america,fossil_coal,3,fossil_fuels,Coal,4.80,4.70,5.90,5.40,5.30,4.00,3.70,3.70,3.40,3.20,2.60
north_america,fossil_fuels,2,fuels,Fossil fuels,362.90,263.00,298.90,324.30,299.00,205.80,229.70,281.80,295.80,279.70,240.00
north_america,fossil_gas,3,fossil_fuels,Gas,92.70,76.40,81.00,85.20,77.20,61.90,66.30,81.20,83.80,80.60,72.40
north_america,fossil_oil,3,fossil_fuels,Oil,265.40,182.00,212.10,233.70,216.50,139.80,159.70,197.00,208.60,195.90,165.00
north_america,fuels,1,,Fuels,364.50,264.70,300.80,325.80,300.70,207.70,231.60,285.30,300.40,285.40,246.90
north_america,gen_coal_unabated,3,generation,Coal (unabated),0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.30
north_america,gen_fossil_ccus,3,generation,Fossil fuels with CCUS,0.90,0.60,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60
north_america,gen_nuclear,3,generation,Nuclear,13.20,12.00,10.80,9.40,7.00,4.40,5.10,8.20,10.70,12.00,10.20
north_america,gen_oil_gas_unabated,3,generation,Oil & natural gas (unabated),21.50,22.90,20.10,15.60,11.80,12.00,10.70,11.80,12.70,13.00,11.60
north_america,gen_other_clean,3,generation,Other clean power,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
north_america,gen_other_clean_ammonia,4,gen_other_clean,Ammonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
north_america,gen_other_clean_heat_pumps,4,gen_other_clean,Large scale heat pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
north_america,gen_other_clean_hydrogen,4,gen_other_clean,Hydrogen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
north_america,gen_renewables,3,generation,Renewables,66.30,64.20,52.40,58.40,65.40,68.20,70.60,79.80,96.10,107.40,116.40
north_america,gen_renewables_other,4,gen_renewables,Other renewables,6.60,4.20,4.40,4.30,4.20,4.30,4.70,6.30,8.10,9.60,11.10
north_america,gen_renewables_solar,4,gen_renewables,Solar,35.10,39.80,30.70,34.70,40.70,43.80,49.70,60.20,76.20,83.50,84.50
north_america,gen_renewables_wind,4,gen_renewables,Wind,24.70,20.20,17.40,19.40,20.50,20.10,16.10,13.40,11.80,14.30,20.80
north_america,gen_waste_nonrenewable,3,generation,Waste: non-renewable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.80,1.20
north_america,generation,2,power,Generation,102.00,99.80,83.50,83.40,84.30,84.70,86.50,100.00,120.10,133.40,143.30
north_america,memo_oil_gas_upstream,0,,Memo: Oil & gas upstream,276.50,164.30,198.00,236.50,228.80,138.00,148.40,196.30,222.00,201.70,179.20
north_america,memo_transitional_fossil,0,,Memo: Transitional fossil fuels,0.30,0.30,0.30,0.30,0.40,0.50,1.10,1.40,0.80,1.20,3.60
north_america,other_end_use,2,end_use,Other end-use,24.40,27.60,33.60,34.30,39.10,39.70,44.10,46.70,60.20,64.30,74.60
north_america,other_end_use_buildings,3,other_end_use,Other end-use: Buildings,19.60,21.40,27.50,25.40,31.40,32.40,31.10,25.80,32.80,36.30,42.70
north_america,other_end_use_industry,3,other_end_use,Other end-use: Industry,0.30,0.90,0.80,0.10,0.20,1.10,1.70,0.90,1.20,1.60,2.20
north_america,other_end_use_renewables,2,end_use,Other end-use renewables,3.17,3.10,3.09,3.15,3.16,2.89,3.07,4.00,4.04,4.09,
north_america,other_end_use_transport,3,other_end_use,Other end-use: Transport,4.50,5.30,5.30,8.80,7.50,6.20,11.30,20.00,26.20,26.40,29.60
north_america,power,1,,Power,171.40,170.80,156.40,156.90,160.70,167.50,179.10,202.20,236.50,263.90,284.70
north_america,supply_by_type,1,,Supply (by type),467.42,436.19,473.88,482.50,435.11,350.02,390.95,441.57,458.80,,
north_america,supply_electricity_networks,1,,Supply: Electricity networks,73.13,74.74,76.57,77.01,80.45,86.38,94.35,100.81,99.62,,
north_america,supply_fossil_no_ccus,2,supply_by_type,Supply: Fossil fuels (no CCUS),318.79,283.25,326.33,331.72,269.25,172.32,202.48,231.55,218.63,,
north_america,supply_other,1,,Supply: Other,8.16,11.20,12.82,8.35,7.35,8.27,10.88,18.31,35.43,,
north_america,supply_renewables,1,,Supply: Renewables,67.74,66.77,57.40,65.48,78.41,83.14,82.50,90.68,104.36,,
north_america,total,0,,Total,622.30,527.60,558.80,584.20,570.60,485.00,529.20,613.10,681.40,701.00,690.40
world,battery_storage,2,power,Battery storage,0.50,1.00,1.70,3.20,3.10,5.20,9.40,22.50,39.30,57.20,65.50
world,clean_energy,1,total,of which: Clean energy,1209.90,1262.50,1285.10,1282.70,1287.80,1267.80,1392.60,1630.20,1870.20,2032.50,2154.50
world,clean_fuels,2,fuels,Clean Fuels,6.30,6.60,6.60,6.20,6.90,6.80,8.30,13.60,15.80,20.20,28.10
world,direct_air_capture,2,fuels,Direct Air Capture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.20,0.60
world,efficiency_buildings,3,energy_efficiency,Efficiency: Buildings,199.40,207.00,218.80,220.80,228.20,228.30,242.00,252.20,267.50,275.50,273.60
world,efficiency_industry,3,energy_efficiency,Efficiency: Industry,29.90,28.10,27.50,23.90,22.00,20.80,21.40,21.50,23.00,26.20,30.70
world,efficiency_transport,3,energy_efficiency,Efficiency: Transport,72.20,84.70,95.20,102.50,97.00,44.00,59.70,73.40,79.60,123.10,124.90
world,electricity_networks,2,power,Electricity networks,331.50,342.30,332.40,322.70,302.00,298.60,310.10,322.40,356.20,387.60,413.30
world,end_use,1,,End-use,450.10,493.50,528.20,511.40,502.40,472.00,546.50,621.10,665.90,729.10,773.40
world,energy_efficiency,2,end_use,Energy efficiency,301.50,319.80,341.50,347.20,347.20,293.20,323.10,347.20,370.10,424.80,429.20
world,fossil_coal,3,fossil_fuels,Coal,131.00,109.30,118.50,119.20,138.40,126.80,132.70,147.80,156.50,163.50,168.70
world,fossil_fuels,2,fuels,Fossil fuels,1308.30,1050.20,1045.60,1067.80,1038.70,860.60,921.60,984.80,1030.40,1033.00,1008.30
world,fossil_gas,3,fossil_fuels,Gas,384.00,320.90,296.60,287.70,270.90,237.70,254.00,274.10,286.50,288.80,298.30
world,fossil_oil,3,fossil_fuels,Oil,793.20,620.00,630.60,660.90,629.50,496.10,534.80,562.90,587.40,580.70,541.30
world,fuels,1,,Fuels,1314.60,1056.80,1052.30,1074.00,1045.60,867.40,929.90,998.50,1046.40,1053.40,1037.00
world,gen_coal_unabated,3,generation,Coal (unabated),90.50,80.40,73.60,70.10,66.20,61.10,63.20,66.10,67.70,74.50,79.20
world,gen_fossil_ccus,3,generation,Fossil fuels with CCUS,0.90,0.60,0.20,0.00,0.00,0.10,0.10,0.30,0.60,0.90,5.40
world,gen_nuclear,3,generation,Nuclear,45.50,42.70,37.30,37.40,41.60,47.40,59.50,66.60,67.80,72.10,73.80
world,gen_oil_gas_unabated,3,generation,Oil & natural gas (unabated),95.70,97.40,89.70,73.90,62.10,51.80,56.30,66.10,81.00,92.50,69.00
world,gen_other_clean,3,generation,Other clean power,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,3.10
world,gen_other_clean_ammonia,4,gen_other_clean,Ammonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
world,gen_other_clean_heat_pumps,4,gen_other_clean,Large scale heat pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,3.10
world,gen_other_clean_hydrogen,4,gen_other_clean,Hydrogen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
world,gen_renewables,3,generation,Renewables,374.10,374.60,377.40,400.50,430.00,435.80,455.60,579.90,721.90,759.60,780.00
world,gen_renewables_other,4,gen_renewables,Other renewables,88.80,85.00,85.10,88.30,88.90,87.40,85.70,85.40,87.30,91.20,97.10
world,gen_renewables_solar,4,gen_renewables,Solar,142.30,171.00,167.50,181.30,191.00,190.30,227.70,336.60,447.50,455.20,440.80
world,gen_renewables_wind,4,gen_renewables,Wind,143.10,118.70,124.70,130.90,150.10,158.10,142.20,157.90,187.00,213.20,242.00
world,gen_waste_nonrenewable,3,generation,Waste: non-renewable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.30,3.30,3.30
world,generation,2,power,Generation,606.70,595.80,578.10,581.80,599.90,596.20,634.60,779.90,941.30,1004.80,1013.90
world,memo_oil_gas_upstream,0,,Memo: Oil & gas upstream,868.50,619.50,600.40,646.40,636.00,468.30,487.40,537.90,593.50,593.20,567.10
world,memo_transitional_fossil,0,,Memo: Transitional fossil fuels,1.10,1.20,1.30,1.40,1.70,1.80,3.10,3.60,2.50,3.40,9.40
world,other_end_use,2,end_use,Other end-use,148.60,173.70,186.70,164.20,155.20,178.80,223.40,273.90,295.80,304.40,344.30
world,other_end_use_buildings,3,other_end_use,Other end-use: Buildings,63.70,69.80,79.80,80.90,89.50,90.90,87.60,82.50,94.00,105.60,120.60
world,other_end_use_industry,3,other_end_use,Other end-use: Industry,3.50,6.80,8.70,6.70,3.60,7.20,7.80,6.40,5.10,10.30,14.90
world,other_end_use_renewables,2,end_use,Other end-use renewables,56.90,57.21,58.34,59.99,61.43,59.99,66.06,72.44,74.19,75.94,
world,other_end_use_transport,3,other_end_use,Other end-use: Transport,81.40,97.10,98.20,76.60,62.10,80.70,128.00,185.00,196.70,188.50,208.80
world,power,1,,Power,938.60,939.10,912.20,907.70,904.90,900.00,954.10,1124.80,1336.80,1449.60,1492.80
world,supply_by_type,1,,Supply (by type),2168.00,1966.60,1981.68,1992.45,2008.61,1812.59,1942.91,2174.46,2332.78,,
world,supply_electricity_networks,1,,Supply: Electricity networks,350.02,361.87,351.10,341.41,323.10,318.79,331.72,357.56,356.49,,
world,supply_fossil_no_ccus,2,supply_by_type,Supply: Fossil fuels (no CCUS),1420.56,1190.09,1200.86,1194.39,1148.08,903.60,985.45,1080.23,1131.93,,
world,supply_other,1,,Supply: Other,34.25,41.46,45.45,44.48,45.23,51.27,59.88,82.50,120.62,,
world,supply_renewables,1,,Supply: Renewables,362.95,372.64,384.49,412.49,493.27,538.50,565.42,654.82,723.74,,
world,total,0,,Total,2703.30,2489.40,2492.70,2493.10,2452.90,2239.50,2430.50,2744.50,3049.10,3232.20,3303.20
